Id,Nombres,Apellidos,Edad,Nota 1,% Nota 1,Nota 2,% Nota 2,Nota 3,% Nota 3,Nota 4,% Nota 4,Nota 5,% Nota 5
77949015715,Valentina Valentina,Fernández Fernández,20,"4,4",10%,"0,3",20%,"1,7",30%,5,20%,"1,8",20%
90720075340,María Juan,Rodríguez García,28,"4,7",10%,"4,9",20%,"3,5",30%,"0,5",20%,1,20%
33284396656,Diego Juan,Martínez Martínez,24,"1,5",10%,"3,2",20%,"4,8",30%,"2,8",20%,"2,1",20%
91848194817,Luis Juan,Martínez Rodríguez,18,"3,6",10%,"1,9",20%,"0,8",30%,1,20%,"2,5",20%
56523346557,Diego Sofía,Sánchez Rodríguez,22,"0,2",10%,"0,1",20%,"2,4",30%,"4,7",20%,"2,1",20%
50233534474,Pedro,López Pérez,24,"2,2",10%,"0,5",20%,"0,8",30%,"2,3",20%,1,20%
94855426721,Ana,Pérez Gómez,22,"3,3",10%,"4,3",20%,2,30%,"2,8",20%,0,20%
49457636947,Pedro,Rodríguez Pérez,26,1,10%,"3,5",20%,"3,5",30%,"3,2",20%,"3,1",20%
84954331032,Carlos Valentina,García Rodríguez,18,3,10%,"4,4",20%,"1,3",30%,"2,6",20%,"2,9",20%
50115584216,Lucía Diego,Rodríguez Fernández,18,"0,5",10%,"0,1",20%,3,30%,"2,3",20%,"2,9",20%
35736219419,Lucía,Gómez Gómez,25,"2,8",10%,"3,4",20%,3,30%,"2,7",20%,"0,3",20%
98706086636,Juan,González Rodríguez,27,2,10%,"1,4",20%,"1,4",30%,"3,2",20%,"0,3",20%
39559912551,Ana,Rodríguez Sánchez,20,"1,8",10%,5,20%,"1,9",30%,"3,9",20%,"2,4",20%
29263898504,Luis,Fernández Hernández,21,"1,7",10%,"4,5",20%,"2,5",30%,"2,3",20%,"0,8",20%
67383377146,Luis,Martínez Martínez,27,"4,4",10%,"3,8",20%,"4,8",30%,"2,9",20%,"4,9",20%
64831061982,Lucía,López Rodríguez,28,"1,6",10%,"1,6",20%,"0,7",30%,0,20%,"1,8",20%
27003486678,María Sofía,Fernández Fernández,26,"3,1",10%,"3,8",20%,4,30%,"1,2",20%,"0,7",20%
41265230023,Lucía Ana,Fernández Martínez,18,"3,2",10%,"1,6",20%,"3,5",30%,"1,5",20%,"0,4",20%
48606992281,Pedro Pedro,Pérez Pérez,20,"1,1",10%,"0,3",20%,"4,4",30%,"1,9",20%,"3,6",20%
56330642473,Diego,López Sánchez,18,"2,4",10%,0,20%,"4,2",30%,"4,7",20%,"1,9",20%
37157558649,Lucía,Martínez Rodríguez,28,"2,2",10%,"3,3",20%,"1,1",30%,"1,4",20%,"1,3",20%
13737557731,Juan Ana,Gómez González,23,"1,7",10%,"1,7",20%,"1,3",30%,"0,3",20%,"1,3",20%
45474090109,Lucía,López Rodríguez,20,"2,5",10%,0,20%,"3,8",30%,"4,2",20%,"0,3",20%
74615274782,Luis,Rodríguez Sánchez,26,"1,4",10%,4,20%,"3,5",30%,"4,2",20%,"1,5",20%
12501343963,Pedro,Pérez Martínez,26,"0,3",10%,2,20%,"3,8",30%,"0,8",20%,"4,6",20%
34818910788,Lucía,Sánchez Fernández,26,"0,8",10%,"4,8",20%,"0,3",30%,"2,4",20%,"4,2",20%
79412938220,Lucía Carlos,Sánchez González,21,"1,8",10%,"3,9",20%,"2,1",30%,2,20%,"3,9",20%
90768725112,Juan,López García,20,"2,9",10%,"2,1",20%,"0,3",30%,"3,3",20%,"3,8",20%
52982080101,Sofía Valentina,Rodríguez Sánchez,22,"0,8",10%,"2,1",20%,"3,5",30%,"1,8",20%,"2,1",20%
12273178165,Valentina,Fernández Fernández,21,"3,1",10%,"2,7",20%,0,30%,"3,4",20%,"1,7",20%
31876830524,Luis,Martínez Fernández,27,"4,7",10%,"2,2",20%,"0,9",30%,"4,1",20%,"4,9",20%
39004259731,Sofía,Hernández García,23,"2,4",10%,"1,3",20%,5,30%,"2,8",20%,"1,8",20%
52937122626,Valentina,Sánchez Fernández,22,3,10%,"2,9",20%,"3,5",30%,"3,8",20%,"1,6",20%
42517321518,Valentina,Rodríguez Rodríguez,23,5,10%,"0,3",20%,"4,8",30%,"0,4",20%,"0,8",20%
95594691258,Juan María,Rodríguez González,22,"3,3",10%,"2,2",20%,"4,8",30%,"1,9",20%,"2,4",20%
25996168090,Diego,Fernández Pérez,26,0,10%,"2,3",20%,"3,6",30%,"1,6",20%,"0,8",20%
74527788032,Ana Juan,Martínez Sánchez,25,"0,1",10%,"1,5",20%,"0,9",30%,"0,2",20%,"3,4",20%
27886763465,Valentina,López Fernández,24,"3,2",10%,"3,2",20%,"2,8",30%,4,20%,"3,3",20%
95899496173,Lucía,Sánchez Pérez,25,"1,5",10%,"4,2",20%,"4,3",30%,"1,2",20%,"1,6",20%
59778768668,Juan,García Pérez,27,2,10%,"0,3",20%,"0,9",30%,"4,5",20%,"4,3",20%
90744461957,Diego Valentina,Sánchez Rodríguez,26,"4,4",10%,"0,6",20%,"3,1",30%,"0,1",20%,"2,7",20%
38363648352,Sofía,Fernández Pérez,22,"1,8",10%,1,20%,"3,1",30%,"3,5",20%,"2,7",20%
86450584363,Ana,Hernández Pérez,20,"0,4",10%,"2,3",20%,"1,8",30%,"2,9",20%,"2,1",20%
27919951992,María,González Rodríguez,23,0,10%,"3,5",20%,"3,4",30%,"0,4",20%,"3,4",20%
93830915554,Carlos Carlos,Sánchez González,24,"4,6",10%,"4,9",20%,"4,3",30%,"2,7",20%,"4,8",20%
34821279759,Lucía,Rodríguez Hernández,20,1,10%,"2,8",20%,1,30%,"0,4",20%,4,20%
95407419869,Ana Sofía,García Hernández,19,"4,3",10%,"1,9",20%,"1,8",30%,"2,5",20%,"3,6",20%
91471664728,Diego Luis,Martínez Hernández,19,"0,8",10%,"2,5",20%,3,30%,"2,6",20%,"3,3",20%
69287164492,María,Fernández Pérez,19,2,10%,4,20%,"1,3",30%,"3,7",20%,"3,1",20%
16308985115,Juan,López López,27,"2,6",10%,"3,4",20%,"3,1",30%,"0,5",20%,"1,8",20%
14211090596,Pedro Ana,Fernández Rodríguez,26,"1,8",10%,"1,7",20%,"4,1",30%,"0,9",20%,0,20%
24489069888,Pedro Diego,Rodríguez Martínez,20,"0,5",10%,"1,6",20%,"3,2",30%,"4,4",20%,"3,7",20%
61664417707,Lucía Diego,Rodríguez Pérez,26,"4,3",10%,"1,2",20%,"0,3",30%,"2,4",20%,1,20%
97681976346,Diego,López Rodríguez,21,"0,1",10%,"3,3",20%,"3,8",30%,"4,2",20%,"2,5",20%
15406331261,Diego,Sánchez Fernández,23,"3,6",10%,"2,9",20%,"1,9",30%,"4,9",20%,"4,5",20%
66237644903,Ana,Pérez Sánchez,23,"2,4",10%,"0,7",20%,"2,1",30%,"3,2",20%,"4,7",20%
94833050303,Diego Ana,Sánchez Sánchez,23,"1,2",10%,"3,8",20%,"0,1",30%,"4,9",20%,"3,6",20%
19911641429,María,Hernández García,23,"4,4",10%,"4,6",20%,"4,8",30%,"3,4",20%,"1,4",20%
17587777093,Valentina Lucía,Pérez Fernández,25,"2,6",10%,3,20%,"2,4",30%,"3,2",20%,"0,5",20%
10620894052,Carlos,García García,18,"0,1",10%,"4,5",20%,"1,6",30%,"3,6",20%,"4,1",20%
93450474630,Luis Luis,Gómez López,20,"1,4",10%,3,20%,"4,4",30%,"1,8",20%,5,20%
22978718412,Valentina,Hernández Hernández,20,"3,8",10%,"0,7",20%,"1,3",30%,"4,9",20%,1,20%
24302896557,Valentina Diego,Fernández González,27,"4,6",10%,"2,1",20%,"2,6",30%,"4,4",20%,2,20%
61816044587,Ana,García Rodríguez,27,"4,4",10%,"1,7",20%,"4,5",30%,"1,1",20%,"3,5",20%
67774990291,Pedro Carlos,García González,28,"0,3",10%,1,20%,"2,2",30%,"0,6",20%,3,20%
64388284365,Pedro Lucía,Martínez Sánchez,24,"0,9",10%,5,20%,"3,4",30%,"3,6",20%,"3,8",20%
17274082375,Ana,Sánchez Gómez,26,1,10%,"3,5",20%,0,30%,"0,9",20%,"2,4",20%
52904550744,Sofía Diego,Rodríguez Hernández,21,"2,4",10%,"0,9",20%,"1,3",30%,"3,1",20%,"4,2",20%
91763280883,Lucía Pedro,Pérez Fernández,19,"2,7",10%,"1,9",20%,"0,2",30%,"2,7",20%,"0,2",20%
70742124623,Valentina Luis,López Sánchez,18,"1,6",10%,"0,5",20%,"4,8",30%,"0,1",20%,"0,5",20%
18910733443,Luis Luis,Rodríguez Martínez,19,"3,6",10%,"1,4",20%,"3,2",30%,"0,3",20%,2,20%
36790833306,Ana Diego,Fernández García,22,"3,3",10%,"1,1",20%,"3,7",30%,"0,4",20%,"4,4",20%
69608991328,Diego,Hernández Sánchez,23,"3,7",10%,"1,7",20%,"0,2",30%,"0,3",20%,4,20%
97691234815,Lucía Lucía,López Hernández,19,"1,8",10%,5,20%,0,30%,"4,9",20%,"2,9",20%
76045199217,María Valentina,López Fernández,19,"2,6",10%,"3,6",20%,"3,8",30%,"2,7",20%,"2,4",20%
31207208164,Carlos Sofía,Gómez Pérez,23,"0,4",10%,1,20%,"3,7",30%,"0,5",20%,"0,9",20%
75348153951,María,Rodríguez Martínez,25,"3,4",10%,5,20%,"2,7",30%,"2,2",20%,"3,6",20%
19018103021,Juan Carlos,Fernández Gómez,22,"2,3",10%,"0,6",20%,"3,7",30%,"3,9",20%,"4,2",20%
86012356061,Pedro,Hernández Pérez,23,4,10%,"3,1",20%,"1,4",30%,"4,3",20%,3,20%
69789530370,Ana,Hernández Gómez,21,"2,6",10%,"2,8",20%,"2,9",30%,"1,1",20%,"4,7",20%
94267770175,Ana Juan,González Gómez,23,"2,4",10%,"2,7",20%,"4,9",30%,"3,1",20%,"1,7",20%
84395223468,Diego Luis,González González,20,4,10%,"3,5",20%,"1,7",30%,"2,5",20%,"0,2",20%
14371845681,Sofía Ana,Gómez Pérez,28,"4,5",10%,"0,2",20%,"3,5",30%,"3,4",20%,"2,3",20%
84570814847,María Juan,Hernández Gómez,22,"3,8",10%,"0,7",20%,"0,9",30%,"3,8",20%,"2,2",20%
81817281600,Luis,García Sánchez,21,"0,9",10%,"1,4",20%,"2,5",30%,"3,6",20%,"3,4",20%
56747401689,Lucía Pedro,Gómez Martínez,28,"0,7",10%,"4,7",20%,"3,2",30%,"0,7",20%,"0,9",20%
11550899029,Luis Pedro,Pérez González,26,"4,5",10%,"0,4",20%,"4,4",30%,4,20%,"1,7",20%
58293406734,Juan,Gómez García,20,"0,6",10%,"1,5",20%,"3,6",30%,"0,9",20%,"0,9",20%
23249631739,Luis,López Rodríguez,20,1,10%,"2,8",20%,3,30%,"0,5",20%,3,20%
14120463842,Luis,Gómez Sánchez,22,"4,4",10%,"3,6",20%,"1,9",30%,"1,4",20%,"4,5",20%
80153902141,Ana,Sánchez Gómez,19,"1,6",10%,0,20%,"2,3",30%,"4,9",20%,"3,5",20%
45301792896,Juan,Fernández González,22,"3,9",10%,"4,2",20%,"3,9",30%,0,20%,"0,4",20%
07700678575,Lucía,Sánchez García,26,"4,1",10%,"3,5",20%,"3,6",30%,"2,5",20%,"1,6",20%
93958615728,Juan,Rodríguez Pérez,26,"1,3",10%,"4,1",20%,"2,6",30%,4,20%,"1,7",20%
78845556636,Luis,Gómez Gómez,18,"3,4",10%,"2,6",20%,"2,3",30%,"4,6",20%,"1,9",20%
24673812554,Sofía María,Pérez Rodríguez,28,"4,6",10%,"2,5",20%,3,30%,"1,6",20%,"0,1",20%
30955059119,Juan Valentina,Pérez Martínez,24,"2,7",10%,"1,1",20%,"0,6",30%,"0,9",20%,"0,2",20%
85208127464,Valentina Lucía,Martínez López,26,"1,5",10%,"2,4",20%,2,30%,"2,5",20%,"4,6",20%
86680010299,Lucía,González Hernández,22,1,10%,"0,5",20%,"3,1",30%,"0,9",20%,4,20%
12088102080,Ana Pedro,Gómez Sánchez,27,"0,2",10%,"0,1",20%,"3,4",30%,"4,8",20%,3,20%
23143096744,María Carlos,Rodríguez Gómez,22,"2,9",10%,"0,8",20%,1,30%,"0,1",20%,"0,2",20%
95233294876,Sofía Carlos,Hernández González,28,2,10%,"2,5",20%,"1,8",30%,"2,6",20%,4,20%
12866915506,Lucía,Rodríguez López,23,"0,8",10%,"4,9",20%,"0,2",30%,2,20%,"4,1",20%
07544881232,Sofía,Gómez Martínez,23,"4,9",10%,0,20%,"2,5",30%,5,20%,1,20%
23175936220,María,García Martínez,28,"3,8",10%,3,20%,"3,9",30%,3,20%,"3,7",20%
07022579698,Luis Juan,García González,20,"1,5",10%,"0,4",20%,"1,7",30%,"1,5",20%,"0,5",20%
44695023984,María,López Fernández,20,"3,1",10%,"4,2",20%,3,30%,"0,9",20%,"4,9",20%
70518496451,Valentina Ana,Hernández Fernández,24,"2,3",10%,3,20%,"3,3",30%,"2,4",20%,"0,3",20%
18890783131,Sofía Diego,González Fernández,28,"0,6",10%,"2,6",20%,5,30%,"1,5",20%,"0,5",20%
67252728805,Carlos Juan,Fernández Sánchez,21,"0,7",10%,"2,3",20%,"4,1",30%,"1,1",20%,"2,6",20%
42519403040,Sofía Valentina,Pérez García,23,"4,6",10%,"1,5",20%,"1,9",30%,"3,6",20%,"1,2",20%
96531711383,Lucía,Sánchez Martínez,28,"3,3",10%,"0,9",20%,"4,2",30%,"2,3",20%,"2,2",20%
93867268720,Valentina María,Sánchez García,24,"2,6",10%,"4,8",20%,"0,3",30%,"1,3",20%,"4,1",20%
32376301174,Luis,González Sánchez,19,"4,3",10%,"1,8",20%,"1,4",30%,2,20%,"4,8",20%
94856588947,Lucía,Fernández Rodríguez,19,"2,1",10%,"3,5",20%,"2,3",30%,"1,5",20%,3,20%
96286576545,Diego Juan,Hernández Rodríguez,27,"1,5",10%,"0,9",20%,"0,8",30%,"1,5",20%,"4,9",20%
18606147555,Pedro Luis,López López,20,"1,8",10%,"1,2",20%,"2,4",30%,2,20%,3,20%
54158798220,Pedro Carlos,Gómez Hernández,28,"4,2",10%,"3,4",20%,"3,3",30%,"1,3",20%,"2,5",20%
02063761523,Lucía,González Pérez,24,"4,8",10%,"4,6",20%,"0,7",30%,"2,4",20%,"0,6",20%
43102800954,Sofía,Hernández Pérez,20,"2,9",10%,"2,2",20%,"2,5",30%,"4,1",20%,"1,3",20%
48325996755,Carlos,Rodríguez García,18,"1,4",10%,"4,7",20%,"2,7",30%,"4,6",20%,"2,6",20%
25710345886,María Valentina,Hernández Fernández,22,3,10%,"2,8",20%,"2,4",30%,"4,8",20%,"3,3",20%
05171242880,Ana Juan,García López,23,4,10%,"0,3",20%,"3,4",30%,3,20%,"3,8",20%
70073027124,Juan Sofía,Hernández García,26,"0,1",10%,"1,8",20%,"1,7",30%,"4,7",20%,"4,3",20%
66307036248,Lucía,Sánchez Hernández,25,"2,3",10%,"2,7",20%,"4,3",30%,0,20%,"0,4",20%
91468874871,Luis Pedro,Hernández Rodríguez,28,4,10%,"2,3",20%,"3,4",30%,"1,3",20%,"2,3",20%
90668987923,Valentina Sofía,Martínez Hernández,22,"3,6",10%,"2,2",20%,"0,5",30%,2,20%,"4,4",20%
53500122043,Pedro Pedro,González López,21,"3,5",10%,"2,4",20%,"2,8",30%,"4,9",20%,"4,1",20%
56421844161,Diego,García Fernández,20,"2,3",10%,"2,6",20%,3,30%,"1,8",20%,"1,6",20%
34925636461,María Ana,Fernández García,19,"4,3",10%,2,20%,"0,1",30%,2,20%,"4,4",20%
32781429704,Sofía Sofía,González Fernández,21,2,10%,"0,5",20%,3,30%,"3,7",20%,"0,1",20%
85930305028,Carlos,Rodríguez Rodríguez,24,"0,5",10%,0,20%,"0,7",30%,"0,1",20%,"4,8",20%
54815025583,Pedro Carlos,González Pérez,22,"3,2",10%,"0,5",20%,"3,4",30%,4,20%,4,20%
01999966281,Valentina,Hernández Sánchez,18,"2,5",10%,"0,7",20%,"3,5",30%,"4,2",20%,"1,3",20%
04175602980,Valentina,Rodríguez Sánchez,21,"4,7",10%,"3,9",20%,"4,5",30%,4,20%,"1,6",20%
88842469165,Lucía,Fernández López,24,0,10%,"2,2",20%,"0,8",30%,"0,1",20%,"4,4",20%
34669028831,Diego Ana,López Pérez,23,"0,5",10%,"4,6",20%,"2,4",30%,"4,4",20%,"0,4",20%
66739642869,Carlos Diego,Pérez López,22,"1,4",10%,"2,9",20%,4,30%,"2,2",20%,"0,8",20%
06562549274,Ana Juan,Rodríguez García,27,"1,9",10%,"3,9",20%,"0,8",30%,"4,2",20%,"2,8",20%
76403931854,Carlos Sofía,Rodríguez González,24,"1,7",10%,"2,4",20%,"3,6",30%,"1,5",20%,"0,5",20%
14687808000,Luis,Pérez Gómez,26,"0,7",10%,"1,7",20%,"1,4",30%,"4,8",20%,"0,6",20%
69466518522,María,Fernández Hernández,19,"1,3",10%,"0,8",20%,"1,5",30%,"3,4",20%,"3,8",20%
79303501106,Pedro,Martínez Gómez,23,"0,8",10%,"2,1",20%,"0,4",30%,"4,3",20%,"1,7",20%
24751793824,Carlos,López Pérez,19,"0,4",10%,"1,2",20%,"0,9",30%,"1,5",20%,"2,8",20%
76918557299,María,Pérez Fernández,18,3,10%,"2,2",20%,"2,6",30%,"1,8",20%,"3,9",20%
04488693347,Sofía Lucía,Martínez Rodríguez,19,3,10%,"3,4",20%,"0,5",30%,"0,4",20%,"0,4",20%
29354644677,Valentina Juan,Gómez González,24,"3,6",10%,"3,9",20%,"0,6",30%,"4,7",20%,"0,1",20%
31839908435,Carlos Luis,Gómez Fernández,19,"1,8",10%,"4,9",20%,5,30%,3,20%,"2,9",20%
27485361015,Diego,López Martínez,20,"2,3",10%,"2,1",20%,"3,7",30%,"0,1",20%,"2,4",20%
69986612352,Lucía Luis,Rodríguez Sánchez,26,"1,2",10%,1,20%,0,30%,"0,8",20%,"2,6",20%
00829174920,Carlos,García González,22,"0,9",10%,"1,9",20%,"0,4",30%,"2,4",20%,"4,1",20%
25139826068,Sofía,Rodríguez Martínez,27,"4,8",10%,"0,2",20%,"1,7",30%,"3,6",20%,"1,6",20%
52804058571,Juan,González Gómez,25,"0,6",10%,"0,4",20%,1,30%,2,20%,"3,8",20%
24929332509,Pedro,Sánchez Fernández,19,"4,2",10%,"2,3",20%,"2,9",30%,"3,2",20%,4,20%
92740673646,María,López García,22,"3,2",10%,"3,7",20%,"3,2",30%,"2,8",20%,"1,4",20%
52874980579,Diego Valentina,González Gómez,23,"3,9",10%,"4,7",20%,"3,3",30%,"3,8",20%,"1,4",20%
46039502323,Ana Carlos,López Sánchez,21,"2,9",10%,"4,6",20%,"3,2",30%,"4,5",20%,"0,6",20%
40399446452,Diego Lucía,Rodríguez Sánchez,26,"0,1",10%,"3,4",20%,5,30%,"1,1",20%,"0,6",20%
62148857591,Lucía,González González,21,"2,6",10%,"4,2",20%,"4,3",30%,"2,1",20%,"2,2",20%
69380605646,Juan,Sánchez Sánchez,21,"3,6",10%,"2,6",20%,"3,5",30%,"2,2",20%,1,20%
59491384727,Sofía María,Gómez López,28,"3,9",10%,5,20%,"3,3",30%,"0,9",20%,"3,2",20%
35051928752,Sofía Juan,García Fernández,27,"4,9",10%,"3,7",20%,"4,8",30%,"4,9",20%,"2,3",20%
74991245549,Lucía,González Sánchez,19,"1,7",10%,"1,1",20%,2,30%,"3,9",20%,"3,5",20%
39005478913,Lucía Sofía,Martínez Fernández,28,"1,7",10%,"2,7",20%,"0,9",30%,"3,6",20%,"4,8",20%
09831047714,María Juan,Pérez Pérez,28,"4,4",10%,3,20%,"4,7",30%,"1,5",20%,"3,9",20%
68817936361,María Luis,Gómez González,25,5,10%,5,20%,"0,3",30%,"0,5",20%,"4,6",20%
45524372896,Juan Lucía,López Gómez,27,"4,5",10%,"1,8",20%,"1,3",30%,"4,9",20%,"4,8",20%
44880459225,Carlos Luis,González Martínez,23,"2,9",10%,"1,3",20%,"2,8",30%,"0,2",20%,"2,3",20%
24988937545,Juan,Rodríguez Martínez,27,"4,5",10%,"2,1",20%,"3,2",30%,"4,5",20%,"3,5",20%
50593096179,Diego,Fernández Gómez,18,"2,3",10%,"0,8",20%,"3,1",30%,"1,8",20%,0,20%
54057564090,María,Rodríguez García,26,5,10%,"1,7",20%,2,30%,"3,6",20%,"1,7",20%
61651454441,Juan,Pérez Hernández,23,2,10%,"2,9",20%,"4,4",30%,"2,9",20%,"0,1",20%
51586363012,Sofía Valentina,Martínez Fernández,28,"0,8",10%,"3,6",20%,"1,2",30%,3,20%,"0,8",20%
47450188834,Valentina Luis,Rodríguez Hernández,19,"0,5",10%,"4,7",20%,"4,5",30%,"3,1",20%,5,20%
02296522705,Diego,Gómez Hernández,28,3,10%,"2,8",20%,"0,9",30%,3,20%,"2,2",20%
26833602196,Diego Lucía,González González,25,"0,7",10%,"3,5",20%,"2,5",30%,"3,2",20%,"0,5",20%
45615244575,Ana Luis,Rodríguez Pérez,22,"0,6",10%,"4,5",20%,"0,8",30%,"1,4",20%,"3,6",20%
28716746024,Valentina,López Gómez,28,"4,1",10%,"0,7",20%,"2,3",30%,"0,1",20%,"3,6",20%
54132277725,María,Fernández González,25,"3,2",10%,"3,4",20%,"3,9",30%,"0,1",20%,"4,1",20%
28768113797,Diego Pedro,Martínez Hernández,21,"3,7",10%,"1,8",20%,"1,9",30%,4,20%,"1,6",20%
08842557972,Pedro Pedro,Rodríguez Pérez,27,"3,1",10%,"4,6",20%,"4,3",30%,"1,5",20%,"3,9",20%
14111723956,Ana,Rodríguez Sánchez,27,1,10%,"1,7",20%,"0,1",30%,"2,7",20%,"1,8",20%
95626256590,Sofía,Rodríguez Martínez,19,"2,5",10%,1,20%,0,30%,"0,4",20%,"2,5",20%
58459594952,Ana,Martínez López,27,"0,7",10%,"0,4",20%,"4,4",30%,"2,2",20%,"4,5",20%
40236382907,María Sofía,López López,22,"2,6",10%,"1,3",20%,"0,5",30%,"1,7",20%,"0,6",20%
29856194644,Carlos Juan,Martínez Martínez,21,"2,7",10%,"1,1",20%,"1,2",30%,"4,1",20%,"0,4",20%
09088959263,Valentina,Fernández Pérez,28,"4,9",10%,"2,1",20%,"4,1",30%,"3,1",20%,"0,7",20%
62411503149,Diego María,Gómez López,28,2,10%,"0,6",20%,"4,9",30%,"3,9",20%,"4,1",20%
24529450085,Sofía,Sánchez Hernández,26,"3,7",10%,"2,1",20%,"0,2",30%,"4,8",20%,"2,6",20%
29662772464,Valentina,Pérez Fernández,24,"2,6",10%,"4,6",20%,"1,3",30%,"2,5",20%,"2,1",20%
34871635665,María Diego,García Fernández,22,"2,9",10%,"1,8",20%,"1,9",30%,"1,1",20%,"3,8",20%
79610141006,Luis Pedro,González López,19,"1,2",10%,"4,1",20%,"4,6",30%,"4,3",20%,"4,2",20%
75673603409,Pedro,Hernández Sánchez,24,"2,4",10%,"1,7",20%,4,30%,"1,3",20%,"4,6",20%
22725279742,Diego,Pérez Gómez,25,"1,6",10%,"3,6",20%,"1,5",30%,"4,3",20%,"3,6",20%
92306385212,Juan Diego,Sánchez Martínez,20,"3,5",10%,"2,8",20%,"4,2",30%,"3,4",20%,0,20%
50105446027,Lucía Diego,Martínez Martínez,27,"4,3",10%,"2,9",20%,"4,8",30%,"1,4",20%,"4,4",20%
75694055917,Carlos Diego,García Sánchez,27,"3,2",10%,"2,3",20%,"2,6",30%,"0,6",20%,4,20%
17009653537,Juan Pedro,Sánchez García,26,"0,6",10%,4,20%,"0,7",30%,"3,4",20%,"3,5",20%
84321271949,Luis Lucía,García Pérez,20,"1,6",10%,"0,4",20%,3,30%,"4,9",20%,"1,4",20%
34906053550,Luis Ana,Gómez González,18,"1,4",10%,4,20%,"3,4",30%,"2,1",20%,1,20%
42965588333,Pedro,Hernández Gómez,26,"1,8",10%,0,20%,"0,9",30%,"1,2",20%,"1,7",20%
64821393599,Ana Pedro,Fernández Martínez,25,"2,6",10%,"3,8",20%,"3,6",30%,"0,4",20%,"0,3",20%
84389607295,Carlos Sofía,Sánchez González,20,"4,7",10%,"1,7",20%,"1,6",30%,"2,2",20%,"2,5",20%
60916074805,Diego,Rodríguez López,20,"0,2",10%,"0,7",20%,"0,4",30%,"3,8",20%,"1,2",20%
28645909144,Pedro Valentina,Fernández López,19,2,10%,"4,1",20%,"0,3",30%,"2,3",20%,"3,1",20%
93659950218,Diego,Hernández Rodríguez,18,4,10%,"1,1",20%,4,30%,"3,6",20%,"1,1",20%
41290900134,Sofía,Fernández González,22,"4,9",10%,"2,9",20%,"3,7",30%,"3,6",20%,"0,9",20%
32000383757,Carlos,Hernández Gómez,27,"0,7",10%,"3,5",20%,"4,8",30%,"2,9",20%,"4,3",20%
50335459169,Carlos Valentina,García Rodríguez,26,"0,6",10%,"4,9",20%,1,30%,"3,1",20%,"2,6",20%
67210047276,Sofía Ana,Sánchez Pérez,20,"4,8",10%,"3,3",20%,"4,7",30%,"4,8",20%,"2,9",20%
68370385047,Luis Luis,Gómez García,18,"0,3",10%,"4,3",20%,"4,5",30%,"0,4",20%,"4,7",20%
56695320318,Luis,González Rodríguez,20,"0,1",10%,"1,4",20%,"1,5",30%,"1,3",20%,"0,6",20%
22388108586,Pedro,García Hernández,23,"0,4",10%,"3,8",20%,"3,3",30%,"3,3",20%,"2,3",20%
16474135016,Ana,Pérez Gómez,25,"0,4",10%,"2,2",20%,"2,2",30%,"0,3",20%,"2,8",20%
12067297771,Pedro Luis,Fernández Rodríguez,20,"3,9",10%,"4,8",20%,"1,6",30%,"0,7",20%,"3,4",20%
40895184142,Valentina Ana,Gómez Rodríguez,18,"0,8",10%,"2,4",20%,"0,9",30%,"2,3",20%,4,20%
18558469551,Juan Ana,Fernández Sánchez,28,"1,9",10%,"4,2",20%,"1,5",30%,"2,8",20%,3,20%
62516742084,Carlos Valentina,Gómez Gómez,26,"3,6",10%,"2,7",20%,"2,3",30%,"3,9",20%,"1,9",20%
45676242024,Juan,Fernández Rodríguez,27,"0,4",10%,"0,1",20%,4,30%,"2,5",20%,"1,8",20%
49763725946,María Ana,Martínez Hernández,20,4,10%,"4,1",20%,"2,7",30%,"3,2",20%,"2,1",20%
50124905177,Valentina,Gómez González,22,"3,5",10%,"2,2",20%,"4,5",30%,"0,5",20%,"0,1",20%
67009715623,Juan,López López,28,"4,5",10%,"3,4",20%,"0,9",30%,3,20%,"1,7",20%
39631588773,Carlos Luis,Fernández López,22,"3,3",10%,"0,5",20%,"1,7",30%,"3,5",20%,1,20%
07602231705,Diego,González López,18,"4,6",10%,"1,6",20%,5,30%,"1,1",20%,5,20%
01963410277,María Valentina,Pérez Rodríguez,19,"2,2",10%,"4,5",20%,"1,6",30%,2,20%,0,20%
41734843576,Diego Diego,Hernández López,26,"2,9",10%,2,20%,3,30%,"2,3",20%,"3,2",20%
18306265607,Pedro Lucía,Rodríguez García,24,"4,5",10%,"2,4",20%,"4,7",30%,"0,8",20%,"0,6",20%
91441449980,Pedro,López Pérez,25,"1,2",10%,"0,4",20%,"3,7",30%,"0,9",20%,"4,6",20%
96811783129,María Valentina,López González,26,"0,8",10%,"4,6",20%,"0,7",30%,"4,9",20%,"1,2",20%
68432096678,Valentina Diego,Sánchez López,25,"3,3",10%,"4,2",20%,0,30%,"4,5",20%,"0,3",20%
47732579666,Luis,Rodríguez Martínez,18,"4,5",10%,"1,1",20%,0,30%,"2,5",20%,"0,4",20%
03912156738,Diego Ana,Sánchez García,21,"2,2",10%,"4,8",20%,"3,8",30%,"1,5",20%,"2,6",20%
94937882564,Sofía,González Gómez,19,3,10%,"4,6",20%,"1,7",30%,"0,1",20%,"4,1",20%
86017019501,Luis Juan,Fernández Pérez,27,1,10%,"0,8",20%,"2,9",30%,"3,1",20%,"0,1",20%
29335612971,Ana Pedro,Martínez Rodríguez,21,"2,7",10%,"1,5",20%,"4,2",30%,"4,9",20%,"1,7",20%
